15785040,Management of severe refractory adult autoimmune enteropathy with infliximab and tacrolimus
15287461,Transient local response and persistent tumor control in a child with recurrent malignant glioma: treatment with combination therapy including dendritic cell therapy. Case report
15159749,"[Changes of the immune status of children with relapsing herpetic stomatitis, suffering from allergic diseases, during licopide treatment]"
15032642,Antiviral therapy for chronic hepatitis B: a review
14756461,Clinical efficacy of microencapsulated timothy grass pollen extract in grass-allergic individuals
14561179,Emerging treatments for autoimmune hepatitis
12815801,[Influence of treating atopic dermatitis with oral antihistamine and topical steroids on selected parameters of cell and humoral immunity]
12759488,Analysis of natural history of Japanese cedar pollinosis
12630351,[Multicomponent vaccine VP-4 in the therapy of allergic diseases]
11293279,Favourable interactions of cytostatic and steroid drugs in treatment of systemic lupus erythematosus
11236499,[Immunotherapy in the complex treatment of patients with atopic dermatitis with sensitization to house dust mites]
11194135,Treatment strategies for recurrent oral aphthous ulcers
10412628,[Systemic therapy in the treatment concept of atopic eczema. Reliable treatment methods and experimental developments]
9675578,"[Acute generalized exanthematous pustulosis, induced by nystatin]"
9304340,[The immunotherapy of bronchial asthma with a multicomponent vaccine administered intranasally and orally]
9097825,[Hypersensitivity to 5-aminosalicylic acid. Value of desensitization by oral route]
9011784,A controlled trial of immunotherapy for asthma in allergic children
9168845,New insights into the pathogenesis and management of steroid-resistant asthma
8941031,Regression of Henoch-Schönlein disease with intensive immunosuppressive treatment
8681741,[The Schnitzler syndrome as a cause of recurrent fever of unknown origin]
8320025,Tumor necrosis factor: status in reactions in leprosy before and after treatment
1605898,Thalidomide in human immunodeficiency virus (HIV) patients. A review of safety considerations
2174536,Interleukin-2 immunotherapy in children
2096440,[Kaposi's sarcoma complicating long-term corticotherapy for severe asthma]
2628615,[Hemosorption in the treatment of aspirin-induced bronchial asthma]
2734239,"PUVA treatment of nickel contact dermatitis: effect on dermatitis, patch test sensitivity, and lymphocyte transformation reactivity"
2763707,[Validation and experience in the use of local oxygen therapy in the system of the combined treatment of psoriasis patients]
3914583,Normocalcemic tetany and candidiasis
6388935,Fungal infections in the immunocompromised host
1081857,The treatment of systemic lupus erythematosus (SLE) with the T-cell immunostimulant drug levamisole: A case report
803224,Immunoblastic lymphadenopathy with mixed cryoglobulinemia. A detailed case study
4140327,Chemoimmunotherapy of adult acute leukaemia. Prolongation of remission in myeloblastic leukaemia with B.C.G
